Article,Vedette,Type vedette,Candidat,INSEE,Définition,
DT11-10923,"Pujols (Les),",fief,terroir de Rascous,non,"
fief du monastère de Prouille, au terroir de Rascous, commune de Villasavary.",
DT11-12314,"de Besplas,",ancien décimaire,terroir de Rascous,non,"
ancien décimaire, comprenant le lieu de Besplas (Notre-Dame) et plus tard aussi le terroir de Rascous (S.-Julien), commune de Villasavary.",
DT11-00187,"Amarats (Les),",lieu dit,terroir de Resplandi,non,"
lieu dit, au terroir de Resplandi, communes de Narbonne et de Moussan.",
DT11-10106,"Peyremale,",lieu dit,terroir de Rieunette,non,"
lieu dit, au terroir de Rieunette, communes de Molières, de Ladern et de Greffeil.",
DT11-12872,"Saint-Pancrace,",ancienne église,terroir de Rieunette,non,"
ancienne église au terroir de Rieunette, commune de Molières.",
DT11-13377,"« Scammavia »,",fief,terroir de Rieux-Minervois,11315,"
fief de l’abbaye de Caunes, au terroir de Rieux-Minervois.",
DT11-11553,"Roc-de-Lédré (Le),",lieu dit,terroir de Roquenégade,non,"
lieu dit, commune de Pradelles-en-Val, au terroir de Roquenégade, 1787 
(arch. Aude, E, pl. 31).",
DT11-08286,"Montingres (Pech de),",montagne et lieu dit,terroir de Saint-Andrieu,non,"
montagne et lieu dit, au terroir de Saint-Andrieu, commune de Molières.",
DT11-05816,"Gravière (La),",lieu dit,terroir de Saint-Baudile,non,"
lieu dit, au terroir de Saint-Baudile, commune de Cuxac-d’Aude, 1769 (arch. Aude, E, livre-terrier).",
DT11-13334,"Saut,",ancien tour,terroir de Saint-Clément,non,"
ancien tour, que l’on croit de la période romaine, au terroir de Saint-Clément, commune de Roquefort-des-Corbières.",
DT11-00216,"Anelier,",ferme,terroir de Saint-Crescent,non,"
ferme, commune de Narbonne, au terroir de Saint-Crescent, 1763 (c. dioc. Narb. Dillon).",
DT11-14196,"Tuilerie (La),",anc. briqueterie et ferme,terroir de Saint-Crescent,non,"
anc. briqueterie et ferme, commune de Narbonne, au terroir de Saint-Crescent.",
DT11-14297,"Valaurie (La),",lieu dit,terroir de Saint-Crescent,non,"
lieu dit, au terroir de Saint-Crescent, commune de Narbonne.",
DT11-05078,"Fougas,",ancienne ferme,terroir de Saint-Étienne de Tersan,non,"
ancienne ferme, au terroir de Saint-Étienne de Tersan, commune d’Azille, 1781 (c. dioc. Narb.).",
DT11-13393,"Ségoline,",lieu dit,terroir de Saint-Étienne-de-Castillon,non,"
lieu dit, au terroir de Saint-Étienne-de-Castillon, commune de Saissac.",
DT11-00091,"Aiguesvives,",ancien fief,terroir de Saint-Foulc,non,"
ancien fief de l’abbaye de Lagrasse, au terroir de Saint-Foulc, commune de Palaja.",
DT11-03414,"Conseyrac,",ancien étang,terroir de Saint-Frichoux,non,"
ancien étang au terroir de Saint-Frichoux, commune d’Ouveillan.",
DT11-12894,"Saint-Paul,",salines,terroir de Saint-Georges,non,"
ruisseau et lieu dit, commune de Narbonne, sect. F ; ancien fief de l’abbaye de Saint-Paul et salines au terroir de Saint-Georges.",
DT11-04332,"Étang (L’),",ruisseau,terroir de Saint-Hippolyte,non,"
ruisseau, tributaire de l’étang de Bages, au terroir de Saint-Hippolyte, commune de Narbonne ; il a servi à dessécher l’étang de Jonquières.",
DT11-03364,"Commanderie (La),",ferme,terroir de Saint-Jean,non,"
ferme, commune de Carcassonne, au terroir de Saint-Jean.",
DT11-07373,"Malemort,",lieu dit,terroir de Saint-Jean,non,"
lieu dit, au terroir de Saint-Jean, commune de Fa.",
DT11-03082,"Cimetière-Perdu (Le),","ancien cimetière, aujourd’hui tènement rural",terroir de Saint-Laurent,non,"
ancien cimetière, aujourd’hui tènement rural, entre la Janate et Cousse, au terroir de Saint-Laurent, commune de Montferrand.",
DT11-13121,"Saint-Vincent,",ancienne église,terroir de Saint-Loup,non,"
ancienne église au terroir de Saint-Loup, commune de Narbonne.",
DT11-06112,"Idoine,",lieu dit,terroir de Saint-Martin,non,"
lieu dit au terroir de Saint-Martin, commune de Puichéric.",
DT11-07864,"Mercadal-Vieux (Le),",lieu dit,terroir de Saint-Martin,non,"
lieu dit, au terroir de Saint-Martin, commune de Limoux.",
DT11-10317,"Pla Brezeyt (Le),",ancien fief,terroir de Saint-Martin,non,"
ancien fief au terroir de Saint-Martin, commune de Fonters-du-Razès.",
DT11-11828,"Rousselle (La),",lieu dit,terroir de Saint-Martin,non,"
lieu dit, au terroir de Saint-Martin, commune de Puichéric ; ancien fief de l’abbaye de Lagrasse.",
DT11-04521,"Falga (Le),",ancien fief,terroir de Saint-Martin-de-la-Gavarre,non,"
ancien fief, au terroir de Saint-Martin-de-la-Gavarre, commune de Fendeille.",
DT11-02913,"Cazal-Villou,",ferme disparue,terroir de Saint-Martin-de-Lauraguel,non,"
ferme disparue, au terroir de Saint-Martin-de-Lauraguel, commune de Laurac.",
DT11-05347,"Garde-Vidal,",lieu dit,terroir de Saint-Martin-de-Lauraguel,non,"
lieu dit, commune de Laurac, au terroir de Saint-Martin-de-Lauraguel, ancien fief de l’évêque de Saint-Papoul.",
DT11-06633,"Lande (La),",moulin,terroir de Saint-Martin-de-Mouriès,non,"
moulin, commune de Villeneuve-la-Comptal, au terroir de Saint-Martin-de-Mouriès.",
DT11-05655,"Gourmandine (Pech-de-),",lieu dit,terroir de Saint-Martin-de-Toque,non,"
lieu dit, au terroir de Saint-Martin-de-Toque, commune de Bizanet.",
DT11-02723,"Caune (La),",col,terroir de Saint-Martin-de-Toques,non,"
col, au terroir de Saint-Martin-de-Toques, commune de Bizanet, 1196-1500 
(arch. Aude, H 127).",
DT11-05337,"Garde (La),","lieu dit, fief",terroir de Saint-Martin-de-Toques,non,"
lieu dit, fief de l’abbaye de Fontfroide, au terroir de Saint-Martin-de-Toques, commune de Bizanet, 1183-1500 
(arch. Aude, H 211, f. 127).",
DT11-02308,"Canèle (La),",montagne,terroir de Saint-Martin-des-Cours,non,"
montagne, commune de Puichéric, au terroir de Saint-Martin-des-Cours.",
DT11-05348,"Garde-Vieille,",lieu dit,terroir de Saint-Martin-des-Cours,non,"
lieu dit, au terroir de Saint-Martin-des-Cours 
commune de Puichéric.",
DT11-10876,"Puech-de-na-Gayrauda,",lieu dit,terroir de Saint-Martin-des-Cours,non,"
lieu dit, au terroir de Saint-Martin-des-Cours, commune de Puichéric, 1387 (arch. Aude, E, pl.).",
DT11-13100,"Saint-Thaou,",lieu dit,terroir de Saint-Martin-des-Cours,non,"
lieu dit, au terroir de Saint-Martin-des-Cours, commune de Puichéric, 1499 (arch. Aude, E, pl.).",
DT11-04974,"Font-na-Charina,",fief,terroir de Saint-Martin-la-Lande,11356,"
fief du chapitre de Castelnaudary, au terroir de Saint-Martin-la-Lande.",
DT11-07048,"Leude (La),",ancien péage,terroir de Saint-Pancrasse,non,"
ancien péage, commune de Roquefort-des-Corbières, au terroir de Saint-Pancrasse ; c’est le même que celui de Lapalme.",
DT11-02994,"Champ-des-Hosties (Le),",fief,terroir de Saint-Papoul,11361,"
fief, au terroir de Saint-Papoul, ainsi dénommé parce que le sacristain du chapitre, usufruitier, était chargé de fournir le pain d’autel, 1674 
(arch. Aude, G 92).",
DT11-02961,"« Censerada »,",localité disparue,terroir de Saint-Paul,non,"
localité disparue, au terroir de Saint-Paul, commune de Narbonne.",
DT11-00131,"Alaric,",torrent,terroir de Saint-Paul-de-Granières,non,"
torrent au terroir de Saint-Paul-de-Granières, commune de Peyriac-de-Mer, 1639 
(arch. Narb., Invent. Rocq., III, 82).",
DT11-01991,"« Cagacanes »,","anciennes salines, ancien fief",terroir de Saint-Paul-de-Granières,non,"
anciennes salines, ancien fief de l’abbaye de Caunes, puis de Lagrasse, au terroir de Saint-Paul-de-Granières, commune de Peyriac-de-Mer.",
DT11-02880,"Cazal-d’en-Maynard,",ferme disparue,terroir de Saint-Pierre,non,"
ferme disparue, au terroir de Saint-Pierre, commune de Miraval-Cabardès.",
DT11-08586,"Moulinas (Le),",moulin ruiné,terroir de Saint-Pierre,non,"
moulin ruiné, au terroir de Saint-Pierre, commune de Montredon.",
DT11-08252,"Montferrand,","lieu dit, fief",terroir de Saint-Pierre-de-Taillebois,non,"
lieu dit, fief du chapitre de Carcassonne, au terroir de Saint-Pierre-de-Taillebois, commune de Saint-Martin-de-Villeréglan.",
DT11-14135,"Trou-du-Duc (Le),",lieu dit,terroir de Saint-Pierre-le-Clair,non,"
lieu dit, au terroir de Saint-Pierre-le-Clair, commune de Narbonne.",
DT11-07859,"Mercadal (Le),",lieu dit,terroir de Saint-Sernin-de-la-Sale,non,"
lieu dit, au terroir de Saint-Sernin-de-la-Sale, commune de Laurabuc.",
DT11-00155,"Aldebran,",ancien fief,terroir de Saint-Vincent,non,"
ancien fief des Templiers, au quartier de Cité, terroir de Saint-Vincent, commune de Carcassonne.",
DT11-09487,"Pardon (Le),","lieu dit, cimetière gallo-romain",terroir de Sainte-Cécile,non,"
lieu dit, cimetière gallo-romain, au terroir de Sainte-Cécile, commune de Tourouzelle.",
DT11-09094,"Nid-de-l’Aigle (Le),",montagne,terroir de Sainte-Croix,non,"
montagne, à la limite des communes de Narbonne et de Montredon, au terroir de Sainte-Croix.",
DT11-04766,"Fleix (Le),",lieu dit,terroir de Sainte-Eulalie,non,"
lieu dit, au terroir de Sainte-Eulalie, commune de Limoux ; pli formé par la rivière d’Aude, non loin du moulin de Maynard.",
DT11-05938,"Halte (La),",station du chemin de fer,terroir de Sainte-Lucie,non,"
station du chemin de fer, sur la ligne de Narbonne à Cerbère, au terroir de Sainte-Lucie, commune de la Nouvelle.",
DT11-09529,"Pas-de-Grégoire (Le),",lieu dit,terroir de Sainte-Lucie,non,"
lieu dit, au terroir de Sainte-Lucie, commune de la Nouvelle.",
DT11-13184,"Saline (La),",écart,terroir de Sainte-Lucie,non,"
écart, commune de la Nouvelle, au terroir de Sainte-Lucie.",
DT11-01698,"Bouvier (Étang du),",ancien étang,terroir de Sainte-Marie de Peyrenx,non,"
ancien étang, au terroir de Sainte-Marie de Peyrenx, commune de Bizanet ; ancien fief du monastère de Fontfroide.",
DT11-01987,"Cadorque,",ancien domaine,terroir de Salabert,non,"
localité disparue, aujourd’hui tènement rural, commune de Fontjoncouse, sect. A et C ; ancien domaine de l’abbaye de Fontfroide qui s’étendait depuis Fontjoncouse, le pech de Montveyre et le terroir de Salabert jusqu’au terroir de Durban ; ancien prieuré sous le vocable de saint Pierre.",
DT11-14308,"Valdonat,",ancien moulin,terroir de Salles,non,"
ancien moulin sur l’Aude, au terroir de Salles, commune de Limoux ; ancienne propriété de l’abbaye de Saint-Polycarpe.",
DT11-00299,"Armilis,",ferme disparue,terroir de Salvaza,non,"
ferme disparue au terroir de Salvaza, commune de Carcassonne, 1774 
(c. du Can. royal, 2e p., n° 7).",
DT11-03967,"Denat,",jardin potager,terroir de Salvaza,non,"
jardin potager au terroir de Salvaza, commune de Carcassonne.",
DT11-06204,"Jardin-Potager (Le),",2 écarts,terroir de Salvaza,non,"
2 écarts, commune de Carcassonne, terroir de Salvaza.",
DT11-07024,"Leude (La),",ancien péage,terroir de Salvaza,non,"
ancien péage, au terroir de Salvaza, commune de Carcassonne.",
DT11-12708,"Saint-Marc,",ferme,terroir de Salvaza,non,"
ferme, au terroir de Salvaza, commune de Carcassonne.",
DT11-03815,"Croix-de-Sainte-Suzanne (La),",oratoire,terroir de Sérame,non,"
oratoire au terroir de Sérame, commune de Lézignan.",
DT11-04483,"Faisses (Les),",lieu dit,terroir de Sérame,non,"
lieu dit, au terroir de Sérame, commune de Lézignan.",
DT11-12343,"Sainte-Suzanne,",ancien oratoire,terroir de Sérame,non,"
ancien oratoire, au terroir de Sérame, commune de Lézignan.",
DT11-05274,"Gaillounet,",concession minière,terroir de Serremijeane,non,"
concession minière, au terroir de Serremijeane, communes d’Albas et de Cascastel.",
DT11-06984,"Lespinasse,",ancien fief,terroir de Taillebois,non,"
ancien fief au terroir de Taillebois, commune de Saint-Martin-de-Villeréglan.",
DT11-06763,"Lasserre,",lieu dit,terroir de Taix,non,"
lieu dit, commune de Limoux, au terroir de Taix.",
DT11-04948,"Font-Ferrugineuse,",lieu dit,terroir de Tauran,non,"
lieu dit au terroir de Tauran, commune de Narbonne.",
DT11-08261,"Montgaillardou,",lieu dit,terroir de Termes,11388,"
lieu dit, au terroir de Termes, près de Villerouge, 1639 
(arch. com. Narb., Invent. Rocq., I, 685).",
DT11-11381,"Richelme,",ancien fief,terroir de Tersan,non,"
ancien fief de l’abbaye de Rieunette, au terroir de Tersan, commune de Moussan, 1184-1639 
(arch. com. Narb., Invent. Rocq., I, 555).",
DT11-05396,"Garrabelle (La),",lieu dit,terroir de Tonneins,non,"
lieu dit, au terroir de Tonneins, commune de la Force, sect. B.",
DT11-09764,"Pech-Frigoulier,",lieu dit,terroir de Tonneins,non,"
lieu dit, commune de Brézilhac et commune de Lasserre, au terroir de Tonneins.",
DT11-11722,"Roudel (Le),",ruisseau,terroir de Tonneins,non,"
ruisseau, au terroir de Tonneins, commune de Lasserre.",
DT11-00503,"Bagens,",fief du commandeur de Magrie,terroir de Tournebouis,non,"
fief du commandeur de Magrie, au terroir de Tournebouis, commune de Bourigeole.",
DT11-04176,"Escale (L’),",ferme disparue,terroir de Tournebouis,non,"
ferme disparue, au terroir de Tournebouis, commune de Bourigeole.",
DT11-11455,"Rivairole (La),",ancien fief,terroir de Tournebouis,non,"
ancien fief de l’ordre de Malte, au terroir de Tournebouis, commune de Bourigeole.",
DT11-11709,"Rouby,",bergerie,terroir de Tournebouis,non,"
bergerie au terroir de Tournebouis, commune de Bourigeole.",
DT11-09497,"Parets (Les),",lieu dit,terroir de Truilhas,non,"
lieu dit, au terroir de Truilhas, commune de Sallèles-d’Aude.",
DT11-09573,"Pas-du-Rieu (Le),",gué,terroir de Vaissière,non,"
gué, sur l’Argentdouble, au terroir de Vaissière, commune d’Azille.",
DT11-07790,"Mayral (La),",ruisseau,terroir de Védilhan,non,"
ruisseau, au terroir de Védilhan, commune de Moussan.",
DT11-07938,"Métairie-de-Saint-Paul (La),",ferme,terroir de Védilhan,non,"
ferme, au terroir de Védilhan, commune de Moussan, 1791 (arch. Aude, L, distr. de Narb., non invent.).",
DT11-08043,"Minerve,",lieu dit,terroir de Védillan,non,"
lieu dit, au terroir de Védillan, commune de Moussan ; ancien fief qui appartint successivement aux seigneurs de Minerve, de Pierrepertuze, aux vicomtes de Narbonne et à l’abbaye de Fontfroide.",
DT11-11804,"Rouquette (La),",lieu dit,terroir de Védillan,non,"
lieu dit, au terroir de Védillan, commune de Moussan.",
DT11-12294,"Sainte-Marie,",lieu dit,terroir de Védillan,non,"
lieu dit, au terroir de Védillan, commune de Moussan.",
DT11-12798,"Saint-Martin-de-Pessan,",église disparue,terroir de Védillan,non,"
église disparue, au terroir de Védillan, commune de Moussan.",
DT11-12731,"Saint-Martial,",lieu dit,terroir de Vendres,non,"
lieu dit, au terroir de Vendres, commune de Fleury.",
DT11-02004,"Cahuzac,",lieu dit,terroir de Vibram,non,"
lieu dit au terroir de Vibram, commune de Generville.",
DT11-02868,"Cazal-Bram,",lieu dit,terroir de Vibram,non,"
lieu dit au terroir de Vibram, commune de Generville, 1324-1776 
(arch. Aude, H, suppl., répert. des arch. de Prouille, II, 357).",
DT11-06331,"Jonquil,",lieu dit,terroir de Vibram,non,"
lieu dit, au terroir de Vibram, commune de Generville.",
DT11-09656,"Pech-Agudel,",lieu dit,terroir de Vibram,non,"
lieu dit, au terroir de Vibram, commune de Generville.",
DT11-09715,"Pech-de-Coume-Verteille,",lieu dit,terroir de Vibram,non,"
lieu dit, au terroir de Vibram, commune de Generville.",
DT11-04602,"Fédou,",ancienne ferme,terroir de Vignemija,non,"
ancienne ferme, au terroir de Vignemija, commune de Narbonne, 1649 
(arch. com. Narb., livre des Îles et terroirs, p. 35).",
DT11-02100,"Camelière,",ferme,terroir de Villalbe,non,"
ferme, au terroir de Villalbe, commune de Carcassonne.",
DT11-02372,"Capdebiou,","lieu dit, ancien fief",terroir de Villalbe,non,"
lieu dit, ancien fief du chapitre de Carcassonne, sur les bords de l’Aude, commune de Carcassonne, terroir de Villalbe, et commune de Cavanac.",
DT11-03003,"Chapitre (Le),",ferme,terroir de Villalbe,non,"
ferme, au terroir de Villalbe, commune de Carcassonne, ancienne propriété du chapitre de Saint-Nazaire.",
DT11-05782,"Gratel,",ferme,terroir de Villalbe,non,"
ferme, commune de Carcassonne, au terroir de Villalbe.",
DT11-07381,"Malepeyre (La),",ruisseau,terroir de Villalbe,non,"
ruisseau, affluent de l’Aude, communes d’Alairac, de Lavalette et de Carcassonne, au terroir de Villalbe.",
DT11-07686,"Massiot,",ferme,terroir de Villalbe,non,"
ferme, commune de Carcassonne, au terroir de Villalbe.",
DT11-07800,"Mayrevieille (La),",lieu dit,terroir de Villalbe,non,"
lieu dit, au terroir de Villalbe, près du ruissau de la Malepeyre, commune de Carcassonne.",
DT11-08377,"Montquier,",ferme,terroir de Villalbe,non,"
ferme, au terroir de Villalbe, commune de Carcassonne.",
DT11-08591,"Moulinasse (La),",ancien fief,terroir de Villalbe,non,"
ancien fief du chapitre de Carcassonne, au terroir de Villalbe, commune de Carcassonne.",
DT11-09854,"Pech-Saint-Pierre,",ancien fief,terroir de Villalbe,non,"
ancien fief du Chapitre, au terroir de Villalbe, commune de Carcassonne.",
DT11-12112,"Saint-Denis,",ancien prieuré,terroir de Villalbe,non,"
ancien prieuré, uni à l’office du sacristain de Saint-Nazaire, au terroir de Villalbe, commune de Carcassonne.",
DT11-12460,"Saint-Geniès,",château et ferme,terroir de Villalbe,non,"
château et ferme au terroir de Villalbe, commune de Carcassonne, et, par extension, commune de Lavalette ; ancien prieuré uni au chapitre Saint-Nazaire de Carcassonne.",
DT11-13110,"Saint-Vincent,",ferme,terroir de Villalbe,non,"
ferme, au terroir de Villalbe, commune de Carcassonne.",
DT11-13691,"Taradet,",ancien fief,terroir de Villalbe,non,"
ancien fief du chapitre Saint-Nazaire, au terroir de Villalbe, commune de Carcassonne.",
DT11-13717,"Taure (Le),",ruisseau,terroir de Villalbe,non,"
ruisseau, affluent de l’Aude, au terroir de Villalbe, communes de Carcassonne et de Roullens.",
DT11-13925,"Tourlouby,",lieu dit,terroir de Villalbe,non,"
lieu dit, au terroir de Villalbe, commune de Carcassonne, 1714 
(arch. Aude, E, pl. 47).",
